,ma_khach_hang,ngay_binh_luan,gio_binh_luan,ma_san_pham,word_pro3,so_sao,word_pro4,negative_words,negative_count,positive_words,positive_count,star_cleaned,joined_positive_words,joined_negative_words
129,2891,8/1/2021,8:23,358300002,hồi bình_thường kết_hợp uống thần hãng đi trắng hẳn m đen_dị chân_ái đời,5,hồi bình thường kết hợp uống thần hãng đi trắng hẳn m đen dị chân ái đời,[],0,"['hợp', 'trắng', 'chân ái']",3,5,"hợp, trắng, chân_ái",
130,35,17/04/2023,13:44,318900011,thích lắm,5,thích lắm,[],0,['thích'],1,5,thích,
131,3972,29/10/2022,21:52,331300002,chân_ái bọt sạch mà_còn ẩm tốt tẩy_kĩ cảm_nhận tác_dụng sữa_rửa dược m_phẩm đồng_tiền,5,chân ái bọt sạch mà còn ẩm tốt tẩy kĩ cảm nhận tác dụng sữa rửa dược m phẩm đồng tiền,[],0,"['chân ái', 'tốt']",2,5,"chân_ái, tốt",
132,162,9/1/2021,6:40,248700035,hàng tốt nâng tone giá,3,hàng tốt nâng tone giá,[],0,['tốt'],1,5,tốt,
133,1144,7/8/2023,14:20,422218629,dịu nhẹ không_gây kích_ứng nhạy_cảm dầu mụn không_bị khô_kích_ứng đổi hãng nổi mụn viêm đỏ,5,dịu nhẹ không gây kích ứng nhạy cảm dầu mụn không bị khô kích ứng đổi hãng nổi mụn viêm đỏ,[],0,['dịu nhẹ'],1,5,dịu_nhẹ,
134,672,4/5/2023,16:47,308500004,dễ_dàng thoải_mái thư_giãn,5,dễ dàng thoải mái thư giãn,[],0,"['dễ dàng', 'thoải mái', 'thư giãn']",3,5,"dễ_dàng, thoải_mái, thư_giãn",
135,171,18/11/2022,0:24,422206648,serum dạng dầu không_rửa dính,4,serum dạng dầu không rửa dính,[],0,[],0,5,,
136,2665,10/4/2022,12:23,243300007,tệ_bụi gĩu,1,tệ bụi gĩu,['tệ'],1,[],0,1,,tệ
137,3317,12/11/2021,10:02,308500037,kém bền hỏng,1,kém bền hỏng,"['kém', 'hỏng']",2,[],0,1,,"kém, hỏng"
138,562,20/04/2021,11:08,204900013,không_bị dầu mặt_mũi không_bị bóng bôi chút tán không_bị vón,5,không bị dầu mặt mũi không bị bóng bôi chút tán không bị vón,"['bóng', 'vón']",2,[],0,5,,"bóng, vón"
139,745,29/08/2022,8:59,200400004,app tặng bông_tẩy không_thấy tặng,5,app tặng bông tẩy không thấy tặng,[],0,[],0,5,,
140,3342,14/08/2020,13:40,308100018,mask thích mát đầu châm_chích dịu nốt mụn xẹp ưnggg lắmmmmmmmm tủ_lạnh xài_thích,5,mask thích mát đầu châm chích dịu nốt mụn xẹp ưnggg lắmmmmmmmm tủ lạnh xài thích,['châm chích'],1,"['thích', 'mát', 'thích']",3,5,"thích, mát, thích",châm_chích
141,3684,17/03/2022,11:49,226200017,hài_lòng,5,hài lòng,[],0,['hài lòng'],1,5,hài_lòng,
142,205,19/05/2022,23:21,422211446,ổn lớp bóng nhẹ sữa_rửa,5,ổn lớp bóng nhẹ sữa rửa,['bóng'],1,"['ổn', 'nhẹ']",2,5,"ổn, nhẹ",bóng
144,256,27/12/2022,18:58,200400004,đỉnh thiệt_tẩy dịu nhẹ sạch bụi bẩn,5,đỉnh thiệt tẩy dịu nhẹ sạch bụi bẩn,[],0,"['đỉnh', 'dịu nhẹ']",2,5,"đỉnh, dịu_nhẹ",
145,1074,18/12/2022,18:50,422201504,tẩy sạch cực_k nhạy_cảm thiên_dầu đỏ,5,tẩy sạch cực k nhạy cảm thiên dầu đỏ,[],0,['tẩy sạch'],1,5,tẩy_sạch,
146,1292,15/05/2019,11:49,204900056,tốt_dịu nhẹ bọt mịn ẩm không_hề khô,5,tốt dịu nhẹ bọt mịn ẩm không hề khô,[],0,"['tốt', 'dịu nhẹ', 'mịn']",3,5,"tốt, dịu_nhẹ, mịn",
147,2431,26/04/2021,19:37,308500004,thơm nhẹ mượt,5,thơm nhẹ mượt,[],0,"['thơm', 'nhẹ']",2,5,"thơm, nhẹ",
148,2105,24/06/2021,5:49,422211501,sạch không_bị khô,5,sạch không bị khô,[],0,[],0,5,,
150,1428,6/1/2021,17:24,422217029,mụn,5,mụn,[],0,[],0,5,,
151,695,29/04/2023,11:43,308500009,dễ_dàng thoải_mái thư_giản,5,dễ dàng thoải mái thư giản,[],0,"['dễ dàng', 'thoải mái']",2,5,"dễ_dàng, thoải_mái",
152,3116,7/2/2024,11:07,223600035,tẩy rẻ,5,tẩy rẻ,[],0,[],0,5,,
153,1492,16/10/2020,10:37,100230069,tôt,5,tôt,[],0,[],0,5,,
155,792,4/4/2021,1:56,355500010,rát sạch không_thích lắm rít nhạy_cảm không_ưng,3,rát sạch không thích lắm rít nhạy cảm không ưng,"['rát', 'không thích']",2,"['thích', 'ưng']",2,5,"thích, ưng","rát, không_thích"
156,1895,12/4/2024,21:35,422205163,chân_ái đời viêm mụn đỏ tối_đắp ngủ hôm viêm,5,chân ái đời viêm mụn đỏ tối đắp ngủ hôm viêm,[],0,['chân ái'],1,5,chân_ái,
157,788,17/06/2021,9:42,100230064,hàng hãng đàng_hoàng dầu hỗn_hợp lắm không_nhất_thiết nhạy_cảm_xài hãng,5,hàng hãng đàng hoàng dầu hỗn hợp lắm không nhất thiết nhạy cảm xài hãng,[],0,['hợp'],1,5,hợp,
158,3873,2/4/2023,9:25,422208242,cổ tông_í thâm_mụn mờ,5,cổ tông í thâm mụn mờ,['thâm'],1,[],0,5,,thâm
160,157,30/01/2023,11:22,422211446,nắp xám không_sạch nắp nhạt sạch nắp hồng không_cồn nắp nhạt không_tạo bọt trượt không_mượt bù lành_tính tẩy sạch_sẽ lớp chống nắng cushion sương_sương miếng không_lên mụn_ẩn giá công_dụng độ toàn chấm,5,nắp xám không sạch nắp nhạt sạch nắp hồng không cồn nắp nhạt không tạo bọt trượt không mượt bù lành tính tẩy sạch sẽ lớp chống nắng cushion sương sương miếng không lên mụn ẩn giá công dụng độ toàn chấm,[],0,['tẩy sạch'],1,5,tẩy_sạch,
161,2418,13/08/2021,17:20,343100028,nhảy_cảm mừng,5,nhảy cảm mừng,[],0,[],0,5,,
163,1083,5/6/2022,22:38,422204906,k bảng thành_phần không_ẻm mùi ẻm mùi mùi dễ_chịu brand_pháp mùi ẻm sạch oréal nma tốt,5,k bảng thành phần không ẻm mùi ẻm mùi mùi dễ chịu brand pháp mùi ẻm sạch oréal nma tốt,[],0,"['dễ chịu', 'tốt']",2,5,"dễ_chịu, tốt",
164,2143,15/04/2023,18:34,310100003,dư_retinol viderm tầm tuần retinol zo_dỡ không_hợp cầu liên_hệ,5,dư retinol viderm tầm tuần retinol zo dỡ không hợp cầu liên hệ,['không hợp'],1,['hợp'],1,5,hợp,không_hợp
165,858,8/4/2024,22:06,214000001,hasaki hàng tác_dụng lắm,5,hasaki hàng tác dụng lắm,[],0,[],0,5,,
166,409,11/4/2023,15:37,100230057,tốt,5,tốt,[],0,['tốt'],1,5,tốt,
167,1513,8/6/2023,20:18,422211548,ẩm mịn trắng hũ đêm trắng hồng chống nắng tán,5,ẩm mịn trắng hũ đêm trắng hồng chống nắng tán,[],0,"['mịn', 'trắng', 'trắng']",3,5,"mịn, trắng, trắng",
168,273,26/06/2021,23:08,422208807,hợp dầu,5,hợp dầu,[],0,['hợp'],1,5,hợp,
169,4390,22/10/2017,2:34,100750038,tẩy toàn nhẹ_nhàng thường_ngày tẩy chống nắng mùi dễ_chịu thích,5,tẩy toàn nhẹ nhàng thường ngày tẩy chống nắng mùi dễ chịu thích,[],0,"['nhẹ', 'dễ chịu', 'thích']",3,5,"nhẹ, dễ_chịu, thích",
170,1670,9/12/2021,11:18,318900019,chất đặc thấm không_nhờn bóng dầu mụn thích,5,chất đặc thấm không nhờn bóng dầu mụn thích,"['nhờn', 'bóng']",2,['thích'],1,5,thích,"nhờn, bóng"
171,545,15/05/2021,20:22,365000014,mặt_nạ tác_dụng thải độc không_mà đắp,4,mặt nạ tác dụng thải độc không mà đắp,[],0,[],0,5,,
172,409,11/4/2023,15:37,200400004,tốt,5,tốt,[],0,['tốt'],1,5,tốt,
173,2305,26/12/2016,7:44,100150058,tạm ổn thích evene,4,tạm ổn thích evene,['tạm'],1,"['ổn', 'thích']",2,5,"ổn, thích",tạm
174,712,27/04/2023,17:29,308500015,tốt,5,tốt,[],0,['tốt'],1,5,tốt,
175,1149,11/1/2023,15:22,422218631,không_thấy hàng tặng,5,không thấy hàng tặng,[],0,[],0,5,,
176,262,15/07/2021,21:58,357100011,hài_lòng,4,hài lòng,[],0,['hài lòng'],1,5,hài_lòng,
177,135,22/10/2024,6:08,422217972,phục_hồi,5,phục hồi,[],0,[],0,5,,
178,2052,14/09/2022,9:58,422207413,đợt mùi hắc khó_chịu bết không_bật,1,đợt mùi hắc khó chịu bết không bật,"['hắc', 'khó chịu']",2,[],0,1,,"hắc, khó_chịu"
179,441,23/10/2023,13:11,204900013,cửa_hàng tặng kèm chất màu vàng thấm tốt finish ổn không_bị vón bện trắng cũ thích_bản cũ nâng tông_bản không_nên dặm phấn_phủ không_nhìn mặt_mũi xám_nghét,5,cửa hàng tặng kèm chất màu vàng thấm tốt finish ổn không bị vón bện trắng cũ thích bản cũ nâng tông bản không nên dặm phấn phủ không nhìn mặt mũi xám nghét,"['vón', 'không nên']",2,"['tốt', 'ổn', 'trắng', 'thích', 'nâng tông']",5,5,"tốt, ổn, trắng, thích, nâng_tông","vón, không_nên"
180,1114,30/10/2021,1:27,223600040,không_hợp lắm thấm cộng chất_mềm mịn mùi thơm,3,không hợp lắm thấm cộng chất mềm mịn mùi thơm,['không hợp'],1,"['hợp', 'mịn', 'thơm']",3,5,"hợp, mịn, thơm",không_hợp
181,2659,30/06/2022,12:06,422203809,thích dày không_bị,5,thích dày không bị,[],0,['thích'],1,5,thích,
182,2596,20/11/2018,19:16,100230069,mềm,5,mềm,[],0,[],0,5,,
183,761,13/02/2022,17:32,204100003,cực_hợp bóng nhờn nổi mụn kiềm dầu tốt,5,cực hợp bóng nhờn nổi mụn kiềm dầu tốt,"['bóng', 'nhờn']",2,"['hợp', 'tốt']",2,5,"hợp, tốt","bóng, nhờn"
184,16,14/10/2023,16:54,205100136,tốt tầm giá không_tẩy mascara_lì hàng tẩy chống nắng dầu mụn_xài,5,tốt tầm giá không tẩy mascara lì hàng tẩy chống nắng dầu mụn xài,[],0,['tốt'],1,5,tốt,
185,2214,15/01/2021,14:47,206200079,hàng đẹp hình,5,hàng đẹp hình,[],0,[],0,5,,
186,2638,20/11/2023,20:36,422203301,tẩy giá_cả,5,tẩy giá cả,[],0,[],0,5,,
187,2260,23/04/2021,2:03,245500001,mịn lắm mùi nồng,5,mịn lắm mùi nồng,['mùi nồng'],1,['mịn'],1,5,mịn,mùi_nồng
188,2372,29/04/2023,19:36,422205163,dễ_dàng thoải_mái thư_giãn,5,dễ dàng thoải mái thư giãn,[],0,"['dễ dàng', 'thoải mái', 'thư giãn']",3,5,"dễ_dàng, thoải_mái, thư_giãn",
189,409,11/4/2023,15:37,100230059,tốt,5,tốt,[],0,['tốt'],1,5,tốt,
190,246,22/09/2021,18:30,422211446,giá rẻ shop tặng không_thấy,5,giá rẻ shop tặng không thấy,[],0,[],0,5,,
191,2288,31/05/2022,14:39,223600017,màu đổi màu hồng màu hồng đi mềm_mịn,5,màu đổi màu hồng màu hồng đi mềm mịn,[],0,['mịn'],1,5,mịn,
192,3007,20/02/2022,14:03,253900007,mịn mùi không_hăng lắm nhẹ nhẹ đầu không_nên bọt bọt cồn rít ngược_lại cảm_nhận sữa_rửa thiên_nhiên hóa chất,5,mịn mùi không hăng lắm nhẹ nhẹ đầu không nên bọt bọt cồn rít ngược lại cảm nhận sữa rửa thiên nhiên hóa chất,['không nên'],1,"['mịn', 'nhẹ', 'nhẹ']",3,5,"mịn, nhẹ, nhẹ",không_nên
193,703,28/04/2023,12:34,422205163,dễ_dàng thoải_mái thư_giãn,5,dễ dàng thoải mái thư giãn,[],0,"['dễ dàng', 'thoải mái', 'thư giãn']",3,5,"dễ_dàng, thoải_mái, thư_giãn",
194,2319,4/5/2023,17:45,308500009,dễ_dàng thoải_mái thư_giãn,5,dễ dàng thoải mái thư giãn,[],0,"['dễ dàng', 'thoải mái', 'thư giãn']",3,5,"dễ_dàng, thoải_mái, thư_giãn",
195,350,29/09/2019,10:10,205100137,tẩy nhẹ dịu_tẩy độ_ẩm không_bị căng_rít hãng tẩy,5,tẩy nhẹ dịu tẩy độ ẩm không bị căng rít hãng tẩy,[],0,['nhẹ'],1,5,nhẹ,
196,709,27/04/2023,19:27,100230056,thích hasaki tẩy,5,thích hasaki tẩy,[],0,['thích'],1,5,thích,
197,189,16/11/2022,9:16,422203617,cảm_nhận thích ạ_chất thấm,5,cảm nhận thích ạ chất thấm,[],0,['thích'],1,5,thích,
198,1734,20/11/2023,10:08,422206042,mùi dễ_chịu,5,mùi dễ chịu,[],0,['dễ chịu'],1,5,dễ_chịu,
199,2927,29/04/2024,23:25,422207148,mặt_nạ chất tiếc_chất chất_dư đắp mặt_nạ ẩm tốt mụn nội_tiết trộm_vía đắp dịu dịu,5,mặt nạ chất tiếc chất chất dư đắp mặt nạ ẩm tốt mụn nội tiết trộm vía đắp dịu dịu,[],0,['tốt'],1,5,tốt,
200,1478,13/08/2021,20:06,204900004,sạch tốt kiềm dầu tốt khô,5,sạch tốt kiềm dầu tốt khô,[],0,"['tốt', 'tốt']",2,5,"tốt, tốt",
201,749,21/07/2022,20:04,200400003,chuẩn_tẩy quốc_dân,5,chuẩn tẩy quốc dân,[],0,[],0,5,,
202,4298,11/3/2024,21:32,422205635,thử mặt_nạ peptide some má lành_tính thuần_dịu đỏ_dưỡng chất không_bị nhễ_nhại,5,thử mặt nạ peptide some má lành tính thuần dịu đỏ dưỡng chất không bị nhễ nhại,[],0,[],0,5,,
203,1157,10/8/2024,21:43,422212871,mặt_nạ đắp ổn ôm khít không_châm,5,mặt nạ đắp ổn ôm khít không châm,[],0,['ổn'],1,5,ổn,
204,2460,10/11/2019,19:55,422205162,thích cực mát xẹp nốt mụn sưng đêm dầu hạn_chế tiết dầu tốt,5,thích cực mát xẹp nốt mụn sưng đêm dầu hạn chế tiết dầu tốt,['hạn chế'],1,"['thích', 'mát', 'tốt']",3,5,"thích, mát, tốt",hạn_chế
205,2221,25/07/2023,16:55,211300005,tẩy nhạy_cảm không_bị,5,tẩy nhạy cảm không bị,[],0,[],0,5,,
206,581,27/11/2023,15:44,253900006,đọc nhận_xét chê tu hợp không_thôi trắng dầu nhẹ tệp thấm mùi tiếng tệp hẳn chống nắng mặc_dù thâm chỗ rỗ mụn không_bị mụn mà_còn,5,đọc nhận xét chê tu hợp không thôi trắng dầu nhẹ tệp thấm mùi tiếng tệp hẳn chống nắng mặc dù thâm chỗ rỗ mụn không bị mụn mà còn,"['chê', 'thâm', 'bị mụn']",3,"['hợp', 'trắng', 'nhẹ']",3,5,"hợp, trắng, nhẹ","chê, thâm, bị_mụn"
207,1594,11/2/2023,18:12,327500002,pl mụn chậm lắm thâm hầu_như không_cải_thiện,4,pl mụn chậm lắm thâm hầu như không cải thiện,"['chậm', 'thâm']",2,['cải thiện'],1,5,cải_thiện,"chậm, thâm"
208,1665,9/3/2022,12:23,318900005,mùi không_quá hắc mát má màu lắm phục_hồi ổn bôi thấm áp kiểu thấm hôm ngủ dậy nhờn nhờn chứng_tỏ vẩn ổn,5,mùi không quá hắc mát má màu lắm phục hồi ổn bôi thấm áp kiểu thấm hôm ngủ dậy nhờn nhờn chứng tỏ vẩn ổn,"['hắc', 'nhờn', 'nhờn']",3,"['mát', 'ổn', 'ổn']",3,5,"mát, ổn, ổn","hắc, nhờn, nhờn"
209,3111,17/05/2021,20:15,204100013,sản_phẩn tốt không_mùi hương_liệu thích chất đặc_thẩm_thấu căng mướt,5,sản phẩn tốt không mùi hương liệu thích chất đặc thẩm thấu căng mướt,[],0,"['tốt', 'thích']",2,5,"tốt, thích",
210,695,29/04/2023,18:46,200400004,thích hasaki tẩy,5,thích hasaki tẩy,[],0,['thích'],1,5,thích,
211,2285,21/07/2023,10:50,100150059,nhạy_cảm nặn mụn xịt_khoáng ổn_áp_mềm,5,nhạy cảm nặn mụn xịt khoáng ổn áp mềm,[],0,['ổn'],1,5,ổn,
212,684,30/04/2023,18:47,100230057,thích hasaki tẩy,5,thích hasaki tẩy,[],0,['thích'],1,5,thích,
213,3876,25/01/2024,21:30,248700076,dưỡng natrue ẩm tốt màu tư_vấn thử phết,5,dưỡng natrue ẩm tốt màu tư vấn thử phết,[],0,['tốt'],1,5,tốt,
214,4114,18/11/2023,17:04,422207812,tẩy tế_bào chết tốt thơm,5,tẩy tế bào chết tốt thơm,[],0,"['tốt', 'thơm']",2,5,"tốt, thơm",
215,1176,22/08/2022,19:46,249500013,dầu mụn ổn không_bị mụn không_thấy nâng_tông chống nắng kém,3,dầu mụn ổn không bị mụn không thấy nâng tông chống nắng kém,"['bị mụn', 'kém']",2,"['ổn', 'nâng tông']",2,5,"ổn, nâng_tông","bị_mụn, kém"
216,1051,30/04/2021,17:40,248700035,không_bí không_đổ dầu_dưỡng ẩm_nhẹ lớp mỏng xịn,5,không bí không đổ dầu dưỡng ẩm nhẹ lớp mỏng xịn,[],0,['nhẹ'],1,5,nhẹ,
219,2662,21/05/2022,10:07,243300007,bịch_bịch tệ_dập không_k bét tùm rụng bịch,1,bịch bịch tệ dập không k bét tùm rụng bịch,['tệ'],1,[],0,1,,tệ
220,3463,23/05/2024,13:39,343100024,chống nắng mẫn_cảm thử ưng_ý giá tặng mắt_kính,5,chống nắng mẫn cảm thử ưng ý giá tặng mắt kính,[],0,['ưng ý'],1,5,ưng_ý,
221,368,26/10/2018,19:15,422206648,sạch sâu lớp nhẹ_nhàng không_nhờn rít,5,sạch sâu lớp nhẹ nhàng không nhờn rít,['nhờn rít'],1,['nhẹ'],1,5,nhẹ,nhờn_rít
222,257,8/8/2021,20:26,422200306,giá rẻ shop hàng bọc,5,giá rẻ shop hàng bọc,[],0,[],0,5,,
223,1188,11/6/2022,10:51,249500013,hạn quà tặng kèm,5,hạn quà tặng kèm,[],0,[],0,5,,
224,4233,26/08/2023,22:34,345800008,tốt mụn mụn gân tốt uống thuốc,5,tốt mụn mụn gân tốt uống thuốc,[],0,"['tốt', 'tốt']",2,5,"tốt, tốt",
225,429,9/8/2024,8:10,422216416,chống nắng lảoch không_chê uoi dầu mụn_xài lắm không_bị bít_tắc cảm_giác nhờn mụn,5,chống nắng lảoch không chê uoi dầu mụn xài lắm không bị bít tắc cảm giác nhờn mụn,"['chê', 'nhờn']",2,[],0,5,,"chê, nhờn"
226,286,28/05/2021,8:13,205100146,thíc,5,thíc,[],0,[],0,5,,
227,1402,5/4/2021,20:40,422220469,mùi thơm dậy không_bị dầu nặn mụn rát,4,mùi thơm dậy không bị dầu nặn mụn rát,['rát'],1,['thơm'],1,5,thơm,rát
228,2349,1/5/2023,12:01,422205160,dễ_dàng thoải_mái thư_giãn,5,dễ dàng thoải mái thư giãn,[],0,"['dễ dàng', 'thoải mái', 'thư giãn']",3,5,"dễ_dàng, thoải_mái, thư_giãn",
229,1387,28/12/2021,21:08,422209663,lắm hỗn_hợp thiên_dầu không_bết_rít chất thấm_dưỡng ẩm tốt mềm mịn tróc mũi mùa đông hợp giá hơi_chát htmg đỉnh hủ tuýt,5,lắm hỗn hợp thiên dầu không bết rít chất thấm dưỡng ẩm tốt mềm mịn tróc mũi mùa đông hợp giá hơi chát htmg đỉnh hủ tuýt,"['bết rít', 'chát']",2,"['hợp', 'tốt', 'mịn', 'hợp', 'đỉnh']",5,5,"hợp, tốt, mịn, hợp, đỉnh","bết_rít, chát"
230,3666,5/9/2021,20:44,422206043,mùi trà tẩy tế_bào chết tốt không_kích_ứng khô loại_bỏ mụn đầu đen_cực tốt chê,5,mùi trà tẩy tế bào chết tốt không kích ứng khô loại bỏ mụn đầu đen cực tốt chê,['chê'],1,"['tốt', 'tốt']",2,5,"tốt, tốt",chê
231,1219,1/11/2020,21:03,249500013,nổi mụn review thử giá mềm không_bí không_lên tông mùi dễ_chịu văn_phòng mà_còn cổ chống nắng,5,nổi mụn review thử giá mềm không bí không lên tông mùi dễ chịu văn phòng mà còn cổ chống nắng,[],0,"['lên tông', 'dễ chịu']",2,5,"lên_tông, dễ_chịu",
232,3323,24/02/2022,23:46,223600034,thích nâng tông thấm,5,thích nâng tông thấm,[],0,"['thích', 'nâng tông']",2,5,"thích, nâng_tông",
233,3146,8/8/2024,20:51,357100011,tốt,5,tốt,[],0,['tốt'],1,5,tốt,
234,1631,10/6/2023,11:30,422209094,ẩm phục_hồi tốt texture đặc thấm ẩm_mịn treatment khô đỏ đêm dịu hẳn ngủ dậy không_đổ dầu giá serum bù tốt ráng đeo,5,ẩm phục hồi tốt texture đặc thấm ẩm mịn treatment khô đỏ đêm dịu hẳn ngủ dậy không đổ dầu giá serum bù tốt ráng đeo,[],0,"['tốt', 'mịn', 'tốt']",3,5,"tốt, mịn, tốt",
235,2094,10/4/2021,23:33,308500037,lắm đắp đọc hướng_dẫn đừng đắp,5,lắm đắp đọc hướng dẫn đừng đắp,[],0,[],0,5,,
236,1824,21/10/2024,15:54,204900010,tẩy sạch bụi mịn không_bị khô căng dầu_thừa,5,tẩy sạch bụi mịn không bị khô căng dầu thừa,[],0,"['tẩy sạch', 'mịn']",2,5,"tẩy_sạch, mịn",
237,2195,23/08/2022,7:32,249500021,tặng kèm,4,tặng kèm,[],0,[],0,5,,
238,788,26/06/2021,20:21,211300002,hàng hasaki chê giá hời hãng giá rẻ túi_tiền rủng_rỉnh skincare siêu_dịu nhẹ lành_tính nhạy_cảm_sợ kích_ứng tập_tành skincare vô_tư hỗn_hợp nhạy_cảm độ dậy_thì không_chê lành_tính chú_trọng toàn ngdung thành hiệu_quả không_vì_thế kiên_trì hiệu_quả giá bình_dân không_muốn ngửi_k không_nồng_đâu nhẹ nhẹ lắm texture thề thích cực kiểu lỏng á_apply cảm_giác mát_mát thoáng nhận_xét tóm_lại kiểu á_lười chụp hình,5,hàng hasaki chê giá hời hãng giá rẻ túi tiền rủng rỉnh skincare siêu dịu nhẹ lành tính nhạy cảm sợ kích ứng tập tành skincare vô tư hỗn hợp nhạy cảm độ dậy thì không chê lành tính chú trọng toàn ngdung thành hiệu quả không vì thế kiên trì hiệu quả giá bình dân không muốn ngửi k không nồng đâu nhẹ nhẹ lắm texture thề thích cực kiểu lỏng á apply cảm giác mát mát thoáng nhận xét tóm lại kiểu á lười chụp hình,"['chê', 'sợ', 'chê', 'nồng']",4,"['dịu nhẹ', 'hợp', 'hiệu quả', 'hiệu quả', 'nhẹ', 'nhẹ', 'thích', 'mát', 'mát']",9,5,"dịu_nhẹ, hợp, hiệu_quả, hiệu_quả, nhẹ, nhẹ, thích, mát, mát","chê, sợ, chê, nồng"
